text,introduction,education,skills,experience,career_goals
Myself Aarav I completed Mechanical Engineering I worked with Machine Learning My goal is to become an AI engineer,1,1,1,0,1
Hi I am  I completed BSc IT I have skills in Web Development My goal is to work in a top company you know,1,1,1,0,1
myself nikhil my goal is to build scalable systems,1,0,0,0,1
i completed electrical engineering i did internship at tcs my goal is to work in a top company,0,1,0,1,1
Hi I am Ayesha I have skills in AI,1,0,1,0,0
I am pursuing BCA I have skills in Data Structures I did internship at Google India you know,0,1,1,1,0
My name is Krishna from Mumbai I am studying BCA I know Data Structures basically,1,1,1,0,0
myself manikanta i am pursuing electrical engineering i have skills in web development i worked at infosys,1,1,1,1,0
I am Harshit from Lucknow I am pursuing BSc IT I did internship at Wipro I want to become an AI engineer,1,1,0,1,1
I am studying BCA I worked at TCS I want to build scalable systems basically,0,1,0,1,1
uh Myself Deepak I completed BCA I have skills in Web Development I did internship at Wipro,1,1,1,1,0
uh Myself Jasleen I worked at Google India I want to become an AI engineer,1,0,0,1,1
My name is Jasleen from Lucknow I am studying Mechanical Engineering I worked at Google India My goal is to work in a top company you know,1,1,0,1,1
I am pursuing BCA I have skills in Machine Learning I worked at TCS I want to contribute to AI research,0,1,1,1,1
I completed Electrical Engineering I know Deep Learning I did internship at Wipro basically,0,1,1,1,0
i am yashraj from delhi i am studying mechanical engineering i did internship at wipro my goal is to build scalable systems,1,1,0,1,1
Myself Devansh I am studying Electrical Engineering I know Web Development I did internship at Wipro My goal is to work in a top company,1,1,1,1,1
Hi I am Aditya I am studying Mechanical Engineering,1,1,0,0,0
My name is Manikanta from Chennai I am studying BTech in Computer Science you know,1,1,0,0,0
I'm pursuing BTech in Computer Science I did internship at TCS,0,1,0,1,0
Myself Deepak I am pursuing Mechanical Engineering I worked at HCL I want to build scalable systems basically,1,1,0,1,1
my name is yashraj from delhi i worked with web development i worked at tcs,1,0,1,1,0
I am Aditya from Chennai I completed BCA I have skills in Machine Learning I worked at Infosys,1,1,1,1,0
I am Rohit from Lucknow I worked with Python I worked at Infosys My goal is to work in a top company basically,1,0,1,1,1
My goal is to contribute to AI research,0,0,0,0,1
I am pursuing Mechanical Engineering,0,1,0,0,0
I am pursuing BCA I worked with AI I worked at HCL I want to build scalable systems basically,0,1,1,1,1
Myself Rudra I am pursuing BCA I know Deep Learning basically,1,1,1,0,0
Myself Bhargav I'm pursuing BTech in Computer Science I worked with Python I want to become an AI engineer,1,1,1,0,1
I am Faizan from Hyderabad I completed BSc IT I worked with Python I did internship at Wipro basically,1,1,1,1,0
I worked at Wipro,0,0,0,1,0
I am pursuing BCA I worked at TCS My goal is to build scalable systems basically,0,1,0,1,1
hi i am  i am pursuing electrical engineering i worked at wipro,1,1,0,1,0
My name is Bhargav from Lucknow I am studying BSc IT I know Machine Learning I worked at TCS you know,1,1,1,1,0
My name is Raghavendra from Mumbai I worked with Data Structures I did internship at Infosys basically,1,0,1,1,0
uh I am studying Mechanical Engineering I know AI,0,1,1,0,0
I am studying BTech in Computer Science I know Python I worked at TCS My goal is to build scalable systems you know,0,1,1,1,1
I am Nikhil from Lucknow I am studying BTech in Computer Science I have skills in Deep Learning I want to work in a top company you know,1,1,1,0,1
myself rudra i completed bca i worked at wipro my goal is to work in a top company,1,1,0,1,1
uh Hi I am Aditya I completed Mechanical Engineering I did internship at TCS,1,1,0,1,0
my name is vivaan from bangalore i completed bsc it i worked at hcl,1,1,0,1,0
I am Zoya from Mumbai I am studying BCA I have skills in Python I worked at Google India I want to build scalable systems,1,1,1,1,1
uh Hi I am Harpreet I worked at HCL My goal is to build scalable systems,1,0,0,1,1
Myself Faizan I am pursuing BTech in Computer Science I worked at Google India I want to become an AI engineer,1,1,0,1,1
uh Myself Gurpreet I know Python I did internship at HCL I want to contribute to AI research,1,0,1,1,1
Myself Myra I am pursuing Electrical Engineering I worked with Data Structures My goal is to build scalable systems,1,1,1,0,1
uh Myself Saanvi I am studying BCA I worked with AI My goal is to become an AI engineer,1,1,1,0,1
I completed BCA I know Web Development basically,0,1,1,0,0
i know ai i did internship at tcs,0,0,1,1,0
i am studying electrical engineering i have skills in machine learning i worked at google india,0,1,1,1,0
I have skills in Python I did internship at Wipro My goal is to contribute to AI research basically,0,0,1,1,1
I am Shivansh from Hyderabad I have skills in Python basically,1,0,1,0,0
My name is Yashraj from Chennai I worked at Infosys,1,0,0,1,0
Hi I am Sreshth I worked with Deep Learning I worked at TCS basically,1,0,1,1,0
Myself Aditya I know Python I did internship at Infosys I want to build scalable systems,1,0,1,1,1
Hi I am Harshit I know AI I did internship at Wipro I want to contribute to AI research you know,1,0,1,1,1
I am pursuing BSc IT I have skills in Web Development I worked at Google India basically,0,1,1,1,0
i am pursuing electrical engineering i did internship at wipro i want to work in a top company,0,1,0,1,1
Myself  I know Machine Learning I did internship at Infosys you know,1,0,1,1,0
I am Pooja from Bangalore I have skills in Machine Learning My goal is to work in a top company basically,1,0,1,0,1
I worked at Wipro,0,0,0,1,0
My name is Jasleen from Mumbai I am studying BCA I worked with Deep Learning I worked at HCL I want to work in a top company,1,1,1,1,1
I am studying BSc IT I know Machine Learning I want to contribute to AI research basically,0,1,1,0,1
I am pursuing BSc IT I worked with Web Development I did internship at Infosys My goal is to become an AI engineer,0,1,1,1,1
I completed BCA I worked with Python I worked at TCS My goal is to work in a top company you know,0,1,1,1,1
Hi I'm Faizan I'm studying BSc IT My goal is to work in a top company,1,1,0,0,1
Hi I am Harshit I am pursuing BSc IT I have skills in Web Development I did internship at Google India My goal is to become an AI engineer you know,1,1,1,1,1
I am studying Electrical Engineering I worked with Data Structures I worked at HCL you know,0,1,1,1,0
uh Hi I am Deepak I am studying BCA I know Web Development I did internship at Google India,1,1,1,1,0
My name is Rudra from Bangalore I am studying Electrical Engineering I did internship at TCS basically,1,1,0,1,0
I am Tanmay from Lucknow I am studying BSc IT I know Machine Learning I did internship at Google India,1,1,1,1,0
Hi I am Ananya I know Python I want to build scalable systems you know,1,0,1,0,1
Myself Aditya basically,1,0,0,0,0
my name is manikanta from chennai i did internship at tcs,1,0,0,1,0
myself neha i have skills in deep learning i did internship at hcl my goal is to become an ai engineer,1,0,1,1,1
I am studying Mechanical Engineering My goal is to contribute to AI research you know,0,1,0,0,1
Hi I am Harshit you know,1,0,0,0,0
My name is Vivaan from Hyderabad I am pursuing Electrical Engineering I worked at Google India,1,1,0,1,0
Hi I am Kabir I am pursuing Electrical Engineering I have skills in Python I want to contribute to AI research you know,1,1,1,0,1
I worked with Data Structures you know,0,0,1,0,0
I am Ayesha from Lucknow I did internship at Wipro I want to build scalable systems,1,0,0,1,1
I know Data Structures I did internship at Infosys you know,0,0,1,1,0
My name is Vivaan from Mumbai I am pursuing BSc IT I have skills in Deep Learning I did internship at HCL I want to become an AI engineer,1,1,1,1,1
myself manikanta i completed btech in computer science,1,1,0,0,0
uh My name is Chaitanya from Chennai,1,0,0,0,0
I am Bhargav from Mumbai I am pursuing Mechanical Engineering I know Machine Learning I did internship at Infosys I want to become an AI engineer,1,1,1,1,1
Hi I am Kunal I completed BTech in Computer Science I did internship at Wipro I want to build scalable systems,1,1,0,1,1
Hi I am Ayesha I am pursuing Mechanical Engineering I have skills in AI My goal is to build scalable systems,1,1,1,0,1
My name is Saanvi from Hyderabad My goal is to build scalable systems basically,1,0,0,0,1
I am Devansh from Delhi I am pursuing Mechanical Engineering I have skills in Data Structures I want to become an AI engineer you know,1,1,1,0,1
I worked at HCL I want to work in a top company,0,0,0,1,1
uh I worked with Deep Learning I worked at Google India I want to become an AI engineer,0,0,1,1,1
uh Myself  I worked at Google India I want to work in a top company,1,0,0,1,1
Hi I am Saanvi I am pursuing Electrical Engineering I have skills in Deep Learning basically,1,1,1,0,0
I completed BCA you know,0,1,0,0,0
I worked at Wipro My goal is to work in a top company,0,0,0,1,1
My name is Pooja from Delhi I am studying BCA,1,1,0,0,0
i am siddharth from chennai i did internship at infosys i want to become an ai engineer,1,0,0,1,1
uh Myself Lalita I am pursuing BCA I worked with Machine Learning I did internship at Wipro I want to build scalable systems,1,1,1,1,1
Myself Priyanshu I'm pursuing Electrical Engineering I know Data Structures I did internship at TCS I want to work in a top company,1,1,1,1,1
My name is Diya from Hyderabad I completed BSc IT I know Machine Learning I want to build scalable systems,1,1,1,0,1
I am Nikhil from Chennai I am pursuing BTech in Computer Science I have skills in AI My goal is to build scalable systems,1,1,1,0,1
I'm Rishi from Bangalore I want to contribute to AI research,1,0,0,0,1
I am Aarav from Hyderabad I completed BSc IT I worked at Infosys,1,1,0,1,0
Myself Rishi I worked with Data Structures I did internship at Google India My goal is to contribute to AI research basically,1,0,1,1,1
I am Ayesha from Bangalore I am studying BSc IT I want to contribute to AI research,1,1,0,0,1
uh I completed BTech in Computer Science,0,1,0,0,0
I am pursuing BTech in Computer Science I want to build scalable systems,0,1,0,0,1
my name is aadhya from bangalore i have skills in machine learning i worked at tcs,1,0,1,1,0
my name is lalita from mumbai i know ai i want to work in a top company,1,0,1,0,1
I am Harshit from Bangalore I am studying BSc IT I know Deep Learning I did internship at Google India I want to become an AI engineer,1,1,1,1,1
Myself Bhargav I completed BSc IT I worked at Google India basically,1,1,0,1,0
Myself Aadhya I completed BSc IT I have skills in Deep Learning you know,1,1,1,0,0
Myself Sai Teja I am pursuing BCA I did internship at HCL,1,1,0,1,0
I completed BTech in Computer Science I have skills in Machine Learning I worked at Google India,0,1,1,1,0
i am studying btech in computer science i want to work in a top company,0,1,0,0,1
My name is Rehan from Lucknow I completed Electrical Engineering I did internship at TCS My goal is to contribute to AI research you know,1,1,0,1,1
I know Web Development,0,0,1,0,0
I am studying BTech in Computer Science,0,1,0,0,0
My name is Yashraj from Mumbai I completed BSc IT I worked at Wipro basically,1,1,0,1,0
Hi I'm Pooja I know Python,1,0,1,0,0
my name is rishi from delhi my goal is to contribute to ai research,1,0,0,0,1
Myself Krishna I'm pursuing BSc IT I know AI I did internship at TCS,1,1,1,1,0
uh I am studying BSc IT I worked at Google India I want to work in a top company,0,1,0,1,1
I'm pursuing BTech in Computer Science I did internship at Wipro,0,1,0,1,0
I am Gurpreet from Hyderabad I am pursuing BCA I worked with Data Structures My goal is to work in a top company basically,1,1,1,0,1
I completed Electrical Engineering I worked with Python My goal is to contribute to AI research,0,1,1,0,1
Hi I am Rehan My goal is to work in a top company,1,0,0,0,1
My name is Rehan from Lucknow I completed Electrical Engineering I want to become an AI engineer you know,1,1,0,0,1
i am pursuing btech in computer science i worked with data structures i worked at google india,0,1,1,1,0
uh My name is Sreshth from Hyderabad I completed Mechanical Engineering I know Web Development I want to build scalable systems,1,1,1,0,1
I completed BCA I worked with Web Development,0,1,1,0,0
I completed Electrical Engineering I have skills in Deep Learning My goal is to become an AI engineer,0,1,1,0,1
myself yashraj i am pursuing bca my goal is to become an ai engineer,1,1,0,0,1
I am Rohit from Mumbai I am pursuing Electrical Engineering I know Data Structures I worked at Infosys My goal is to contribute to AI research you know,1,1,1,1,1
I am Atharv from Bangalore I completed BTech in Computer Science I know AI I worked at Google India My goal is to work in a top company you know,1,1,1,1,1
My name is  from Chennai I'm studying BCA I know AI I did internship at TCS I want to work in a top company,1,1,1,1,1
I know Machine Learning My goal is to build scalable systems you know,0,0,1,0,1
myself Atharv from Delhi I am pursuing Mechanical Engineering My goal is to work in a top company,1,1,0,0,1
I am Akash from Lucknow I am pursuing BSc IT I did internship at Wipro My goal is to contribute to AI research,1,1,0,1,1
I'm Lalita from Delhi I worked with Deep Learning,1,0,1,0,0
I completed BTech in Computer Science I have skills in Deep Learning I worked at TCS,0,1,1,1,0
Myself Kunal I am studying Electrical Engineering I did internship at TCS I want to work in a top company,1,1,0,1,1
uh Myself Sreshth I worked with Machine Learning I did internship at Wipro My goal is to work in a top company,1,0,1,1,1
I am Faizan from Bangalore I am pursuing Mechanical Engineering I have skills in Machine Learning I worked at TCS,1,1,1,1,0
Myself Ananya I am pursuing BSc IT I worked with Data Structures I worked at Google India you know,1,1,1,1,0
My name is Somanshu from Delhi I am studying BCA I worked at HCL I want to build scalable systems basically,1,1,0,1,1
Hi I am Pooja I completed BCA I have skills in Deep Learning I did internship at Wipro I want to become an AI engineer,1,1,1,1,1
I worked with AI you know,0,0,1,0,0
I have skills in Machine Learning I want to work in a top company,0,0,1,0,1
I know Deep Learning I want to become an AI engineer you know,0,0,1,0,1
uh I am pursuing Electrical Engineering I have skills in Python I worked at HCL,0,1,1,1,0
Hi I am Devansh I am studying Electrical Engineering I worked at HCL,1,1,0,1,0
Myself Kunal,1,0,0,0,0
uh My name is Akash from Chennai I am pursuing Mechanical Engineering I want to build scalable systems,1,1,0,0,1
uh My name is Siddharth from Mumbai,1,0,0,0,0
I have skills in Data Structures I did internship at Google India basically,0,0,1,1,0
I know Machine Learning I worked at Infosys My goal is to contribute to AI research,0,0,1,1,1
Hi I am Sai Teja I am pursuing BSc IT I know Web Development I worked at HCL I want to build scalable systems you know,1,1,1,1,1
my goal is to contribute to ai research,0,0,0,0,1
hi i am akash i am studying electrical engineering i know python i did internship at hcl,1,1,1,1,0
Myself Atharv I know AI My goal is to contribute to AI research basically,1,0,1,0,1
myself jasleen i worked with data structures i did internship at infosys,1,0,1,1,0
uh Hi I am Priyanshu My goal is to work in a top company,1,0,0,0,1
Myself Devansh I completed Electrical Engineering I worked at TCS,1,1,0,1,0
I completed BCA I did internship at Google India I want to build scalable systems,0,1,0,1,1
I completed BCA I did internship at HCL,0,1,0,1,0
Hi I am Bhargav I am pursuing BSc IT I worked with Machine Learning I did internship at Wipro you know,1,1,1,1,0
uh Myself Bhargav I completed Mechanical Engineering,1,1,0,0,0
hi i am ananya i worked with web development,1,0,1,0,0
I am pursuing BTech in Computer Science I worked at Google India,0,1,0,1,0
I completed BSc IT I worked with Python I did internship at HCL My goal is to work in a top company you know,0,1,1,1,1
I am pursuing Electrical Engineering I worked with Machine Learning My goal is to contribute to AI research basically,0,1,1,0,1
hi i am aarav i am studying bca i know data structures,1,1,1,0,0
uh My name is Yashraj from Hyderabad I am studying BSc IT I have skills in Deep Learning I did internship at Google India I want to contribute to AI research,1,1,1,1,1
uh Hi I am Nikhil I completed BSc IT I know Python My goal is to become an AI engineer,1,1,1,0,1
Myself Vivaan I'm pursuing Electrical Engineering I did internship at TCS,1,1,0,1,0
Myself Neha I am studying BCA I know Data Structures I worked at Infosys My goal is to build scalable systems you know,1,1,1,1,1
I did internship at Wipro basically,0,0,0,1,0
I am Devansh from Mumbai I worked with Python I worked at Google India you know,1,0,1,1,0
i am krishna from bangalore i am pursuing bca i worked with python,1,1,1,0,0
hi i am sreshth i am studying btech in computer science i want to work in a top company,1,1,0,0,1
Hi I am Zoya I did internship at Wipro basically,1,0,0,1,0
uh I am Myra from Hyderabad I completed BSc IT I have skills in Machine Learning I did internship at TCS My goal is to contribute to AI research,1,1,1,1,1
My name is Bhargav from Mumbai I am pursuing BCA I know Web Development I did internship at Google India I want to work in a top company basically,1,1,1,1,1
uh I did internship at TCS,0,0,0,1,0
uh My name is Zoya from Bangalore I completed BTech in Computer Science I did internship at HCL,1,1,0,1,0
i am atharv from mumbai i know web development i did internship at google india,1,0,1,1,0
I'm Chaitanya from Chennai I know Machine Learning My goal is to build scalable systems,1,0,1,0,1
I completed BSc IT I know AI I worked at TCS,0,1,1,1,0
I am Yashraj from Bangalore I am pursuing BTech in Computer Science I have skills in Python I did internship at Infosys My goal is to become an AI engineer you know,1,1,1,1,1
I completed Electrical Engineering I have skills in Machine Learning basically,0,1,1,0,0
I'm studying BTech in Computer Science,0,1,0,0,0
Hi I am Krishna,1,0,0,0,0
uh I know Deep Learning I worked at TCS,0,0,1,1,0
I'm Ishaan from Chennai I completed BCA,1,1,0,0,0
I am pursuing Electrical Engineering I worked with AI basically,0,1,1,0,0
Myself Subramanian I am pursuing BTech in Computer Science I worked with AI,1,1,1,0,0
i worked with data structures i did internship at hcl my goal is to build scalable systems,0,0,1,1,1
I completed Mechanical Engineering I have skills in Web Development,0,1,1,0,0
I'm Nikhil from Lucknow I'm pursuing BSc IT I have skills in Data Structures,1,1,1,0,0
uh Hi I am Harshit I have skills in Python,1,0,1,0,0
Hi I am Myra I completed BTech in Computer Science I know AI I worked at TCS you know,1,1,1,1,0
Hi I am Neha I want to work in a top company basically,1,0,0,0,1
uh Hi I am Harpreet I know Data Structures My goal is to build scalable systems,1,0,1,0,1
myself Harpreet from Delhi I am studying BSc IT I know AI I worked at Google India,1,1,1,1,0
uh Hi I am Myra I completed Electrical Engineering I know Machine Learning,1,1,1,0,0
Myself  I am pursuing BCA I have skills in Python I did internship at Wipro,1,1,1,1,0
I am Subramanian from Mumbai I am studying BSc IT I worked at Wipro My goal is to work in a top company,1,1,0,1,1
Hi I am Devansh I completed BCA I worked with Python I did internship at Infosys My goal is to work in a top company,1,1,1,1,1
uh Myself Atharv I worked with Machine Learning I worked at HCL,1,0,1,1,0
myself Zoya from Chennai I worked with Machine Learning My goal is to build scalable systems,1,0,1,0,1
hi i am aditya i am studying bsc it i worked at google india my goal is to become an ai engineer,1,1,0,1,1
My name is Shivansh from Hyderabad I know Deep Learning I did internship at TCS,1,0,1,1,0
I am pursuing Electrical Engineering,0,1,0,0,0
I am  from Bangalore I have skills in Web Development basically,1,0,1,0,0
I'm Vivaan from Bangalore I have skills in Data Structures My goal is to build scalable systems,1,0,1,0,1
I am  from Mumbai I have skills in Web Development My goal is to become an AI engineer,1,0,1,0,1
i am devansh from bangalore i am pursuing bca i worked with web development i did internship at wipro my goal is to contribute to ai research,1,1,1,1,1
Myself Akash I am pursuing BSc IT I did internship at Google India basically,1,1,0,1,0
I am studying BSc IT My goal is to build scalable systems you know,0,1,0,0,1
My name is Siddharth from Chennai I have skills in AI,1,0,1,0,0
I'm studying BSc IT I worked at Google India My goal is to become an AI engineer,0,1,0,1,1
My name is Yashraj from Hyderabad I completed BCA I know Python I did internship at Wipro you know,1,1,1,1,0
Hi I am Kunal I am studying BSc IT I worked with Web Development I did internship at Google India I want to build scalable systems,1,1,1,1,1
I am Rohit from Delhi I completed BTech in Computer Science I did internship at HCL My goal is to build scalable systems,1,1,0,1,1
uh My name is Kunal from Mumbai I completed BCA I know AI I did internship at Infosys My goal is to work in a top company,1,1,1,1,1
My name is Bhargav from Chennai I am pursuing Electrical Engineering I know AI I worked at Infosys I want to become an AI engineer you know,1,1,1,1,1
I'm studying BTech in Computer Science I know Deep Learning I worked at Wipro,0,1,1,1,0
I am Diya from Delhi I completed BTech in Computer Science I worked with Data Structures I did internship at Infosys you know,1,1,1,1,0
Hi I am Lalita I am studying BCA I did internship at Wipro I want to contribute to AI research you know,1,1,0,1,1
I am studying BSc IT I did internship at Google India I want to contribute to AI research,0,1,0,1,1
I am studying Electrical Engineering I have skills in Python My goal is to contribute to AI research basically,0,1,1,0,1
I did internship at TCS,0,0,0,1,0
My name is Ayesha from Bangalore I am pursuing Mechanical Engineering you know,1,1,0,0,0
Myself Nikhil I am studying Mechanical Engineering I did internship at TCS I want to work in a top company,1,1,0,1,1
I am Vivaan from Bangalore I completed BCA I worked with Data Structures I did internship at Infosys basically,1,1,1,1,0
My name is Kunal from Lucknow I did internship at Infosys,1,0,0,1,0
Myself  I am pursuing BCA I have skills in Data Structures I worked at Infosys,1,1,1,1,0
Myself Subramanian I am studying BSc IT I want to work in a top company you know,1,1,0,0,1
uh My name is Manikanta from Lucknow,1,0,0,0,0
my name is devansh from delhi i am studying electrical engineering my goal is to build scalable systems,1,1,0,0,1
I am pursuing BSc IT I know Deep Learning basically,0,1,1,0,0
Hi I am Sreshth I know Web Development I want to build scalable systems,1,0,1,0,1
Hi I am Harpreet I am studying BCA My goal is to become an AI engineer,1,1,0,0,1
Myself Ayesha I know Deep Learning I did internship at Google India,1,0,1,1,0
uh My name is Myra from Lucknow I have skills in Machine Learning I did internship at HCL I want to contribute to AI research,1,0,1,1,1
My name is Harshit from Hyderabad I completed Electrical Engineering I have skills in Deep Learning I worked at TCS basically,1,1,1,1,0
I am Harpreet from Hyderabad I did internship at Infosys I want to build scalable systems,1,0,0,1,1
I worked with AI I did internship at HCL basically,0,0,1,1,0
Hi I am Gurpreet I completed Electrical Engineering I did internship at Wipro,1,1,0,1,0
Hi I am Deepak I am pursuing BCA basically,1,1,0,0,0
I completed Electrical Engineering I have skills in AI I want to work in a top company you know,0,1,1,0,1
Myself Yashraj,1,0,0,0,0
My name is Saanvi from Lucknow I'm pursuing Electrical Engineering I have skills in Deep Learning I did internship at HCL My goal is to contribute to AI research,1,1,1,1,1
myself Akash from Hyderabad I know Web Development I worked at Wipro My goal is to contribute to AI research,1,0,1,1,1
Myself Aadhya My goal is to contribute to AI research,1,0,0,0,1
Myself Priyanshu I completed BCA I have skills in Python,1,1,1,0,0
I am Venkatesh from Hyderabad I am pursuing BSc IT I worked with Python I did internship at Infosys I want to contribute to AI research basically,1,1,1,1,1
I completed BTech in Computer Science I did internship at HCL I want to contribute to AI research,0,1,0,1,1
I have skills in Web Development My goal is to work in a top company,0,0,1,0,1
Myself Krishna I am pursuing BTech in Computer Science I worked with Web Development you know,1,1,1,0,0
Myself Harshit I am pursuing BSc IT I have skills in Deep Learning My goal is to become an AI engineer basically,1,1,1,0,1
myself Aarav from Chennai I completed Electrical Engineering I know Data Structures I worked at Google India I want to contribute to AI research,1,1,1,1,1
Hi I'm Aadhya I'm studying BTech in Computer Science I worked with Machine Learning I worked at Google India I want to work in a top company,1,1,1,1,1
uh Hi I am Rehan,1,0,0,0,0
I'm Myra from Lucknow I worked with Python I want to work in a top company,1,0,1,0,1
Hi I am Ayesha I completed Mechanical Engineering,1,1,0,0,0
uh Myself Harshit I am studying BTech in Computer Science I know Data Structures My goal is to work in a top company,1,1,1,0,1
I completed BSc IT I did internship at TCS basically,0,1,0,1,0
i completed mechanical engineering i know python my goal is to work in a top company,0,1,1,0,1
I'm pursuing Electrical Engineering I know Web Development I did internship at Wipro,0,1,1,1,0
I am studying Mechanical Engineering I worked with AI My goal is to build scalable systems basically,0,1,1,0,1
Hi I am Saanvi I am studying BTech in Computer Science basically,1,1,0,0,0
Hi I am Deepak I am studying Mechanical Engineering I have skills in Machine Learning I worked at HCL,1,1,1,1,0
i am rohit from mumbai i completed bca i know ai my goal is to work in a top company,1,1,1,0,1
I am Rohit from Lucknow I am pursuing BSc IT I worked at Infosys I want to work in a top company,1,1,0,1,1
I am studying BCA I worked at TCS you know,0,1,0,1,0
I am Priyanshu from Delhi I worked with Python I did internship at Wipro you know,1,0,1,1,0
I am pursuing Mechanical Engineering I worked at Google India I want to work in a top company,0,1,0,1,1
I am Tanmay from Bangalore I am studying BCA I have skills in Data Structures I worked at Wipro,1,1,1,1,0
I have skills in AI My goal is to become an AI engineer,0,0,1,0,1
myself Venkatesh from Bangalore I have skills in Deep Learning I want to become an AI engineer,1,0,1,0,1
I worked at Wipro I want to build scalable systems,0,0,0,1,1
Hi I am Ayesha I completed BSc IT I worked with Deep Learning My goal is to build scalable systems,1,1,1,0,1
uh I completed Electrical Engineering,0,1,0,0,0
Myself Sreshth I am pursuing Mechanical Engineering I know Python basically,1,1,1,0,0
I am pursuing BTech in Computer Science I have skills in Data Structures I did internship at HCL I want to become an AI engineer basically,0,1,1,1,1
I am Faizan from Chennai I have skills in Data Structures I did internship at HCL,1,0,1,1,0
i am venkatesh from bangalore i am studying bsc it i did internship at wipro i want to contribute to ai research,1,1,0,1,1
i am vivaan from bangalore i am studying btech in computer science i know ai,1,1,1,0,0
Hi I am Harshit I completed Mechanical Engineering I worked at Google India,1,1,0,1,0
I completed BCA I have skills in Python I did internship at HCL My goal is to become an AI engineer,0,1,1,1,1
uh Myself Harpreet I know AI I worked at Google India My goal is to become an AI engineer,1,0,1,1,1
Hi I am Vivaan I am pursuing Mechanical Engineering I have skills in Web Development I did internship at Google India,1,1,1,1,0
my name is myra from hyderabad i completed btech in computer science i have skills in ai,1,1,1,0,0
I am Priyanshu from Hyderabad I am studying BCA I know Deep Learning I worked at HCL,1,1,1,1,0
Hi I am Raghavendra I am studying Mechanical Engineering I have skills in AI My goal is to work in a top company,1,1,1,0,1
I am studying BTech in Computer Science I know Machine Learning,0,1,1,0,0
I am pursuing BCA I have skills in Machine Learning I did internship at Wipro basically,0,1,1,1,0
I have skills in Machine Learning,0,0,1,0,0
Myself Zoya I am studying BTech in Computer Science basically,1,1,0,0,0
My name is Raghavendra from Lucknow I have skills in Data Structures I worked at Google India,1,0,1,1,0
myself deepak i am pursuing electrical engineering i know data structures,1,1,1,0,0
myself Aadhya from Delhi I am studying Electrical Engineering I worked at Google India My goal is to build scalable systems,1,1,0,1,1
I am pursuing BSc IT,0,1,0,0,0
Myself Krishna I know AI I want to contribute to AI research,1,0,1,0,1
I completed Mechanical Engineering I know Python I did internship at Google India I want to become an AI engineer,0,1,1,1,1
Hi I am Rishi I know AI you know,1,0,1,0,0
I am pursuing BTech in Computer Science I did internship at HCL I want to become an AI engineer basically,0,1,0,1,1
Myself Somanshu I am studying BCA My goal is to work in a top company you know,1,1,0,0,1
Myself Nikhil I know Deep Learning I did internship at Google India My goal is to build scalable systems,1,0,1,1,1
Myself Sai Teja I am studying BTech in Computer Science I know Data Structures I did internship at Wipro you know,1,1,1,1,0
I worked at Infosys I want to work in a top company,0,0,0,1,1
uh Hi I am Shivansh I worked with Python,1,0,1,0,0
my name is faizan from bangalore i am studying electrical engineering i did internship at wipro my goal is to contribute to ai research,1,1,0,1,1
I'm pursuing BCA,0,1,0,0,0
uh Myself Kabir I am studying BSc IT I worked with Python I worked at HCL My goal is to contribute to AI research,1,1,1,1,1
uh Myself Aditya I am pursuing BSc IT My goal is to build scalable systems,1,1,0,0,1
myself Saanvi from Delhi I am studying Mechanical Engineering My goal is to become an AI engineer,1,1,0,0,1
My name is Ishaan from Chennai I'm pursuing Mechanical Engineering I worked at Infosys My goal is to become an AI engineer,1,1,0,1,1
Hi I'm Priyanshu I completed BTech in Computer Science I did internship at Wipro,1,1,0,1,0
uh Hi I am Nikhil I am studying Electrical Engineering,1,1,0,0,0
uh My name is Aarav from Chennai I did internship at TCS,1,0,0,1,0
I am Siddharth from Lucknow you know,1,0,0,0,0
Hi I am Zoya I am pursuing Mechanical Engineering I have skills in Web Development My goal is to become an AI engineer,1,1,1,0,1
I am Siddharth from Bangalore I am studying Electrical Engineering I worked at Google India My goal is to build scalable systems basically,1,1,0,1,1
hi i am akash i am pursuing bsc it i did internship at tcs,1,1,0,1,0
uh I am Aditya from Delhi I am pursuing BSc IT I did internship at Infosys My goal is to work in a top company,1,1,0,1,1
myself Aarav from Delhi I completed BSc IT I did internship at Infosys,1,1,0,1,0
I have skills in Data Structures I worked at Infosys basically,0,0,1,1,0
Myself Priyanshu I am studying BTech in Computer Science I know Web Development I worked at HCL I want to become an AI engineer basically,1,1,1,1,1
Hi I am Jasleen I am studying BTech in Computer Science I know Data Structures basically,1,1,1,0,0
uh I am Chaitanya from Chennai I am pursuing Mechanical Engineering I want to build scalable systems,1,1,0,0,1
I'm pursuing Electrical Engineering I did internship at HCL My goal is to work in a top company,0,1,0,1,1
uh I am studying BTech in Computer Science I worked with Deep Learning I did internship at TCS,0,1,1,1,0
i am rohit from bangalore i am studying bca i have skills in data structures,1,1,1,0,0
I am pursuing Mechanical Engineering I worked with Python My goal is to work in a top company,0,1,1,0,1
Hi I am Aarav I know AI I did internship at Google India I want to work in a top company basically,1,0,1,1,1
I worked with Web Development basically,0,0,1,0,0
I am Tanmay from Hyderabad I am pursuing Mechanical Engineering I worked with AI I worked at Google India,1,1,1,1,0
My name is Tanmay from Bangalore I am pursuing Electrical Engineering you know,1,1,0,0,0
hi i am saanvi i worked with deep learning my goal is to contribute to ai research,1,0,1,0,1
I completed Mechanical Engineering I have skills in AI I did internship at Google India I want to work in a top company basically,0,1,1,1,1
